#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Kb),GC%,Host,Segmemts,Genes,Proteins,Release Date,Modify Date,Status
Kalanchoe top-spotting virus,218387,PRJNA14236,14236,Retro-transcribing viruses,Caulimoviridae,7.591,47.2,plants, Unknown:NC_004540.1/AY180137.1,3,3,2003/01/18,2010/03/11,Complete Genome
Tomato leaf curl Gujarat virus - [Varanasi],269306,PRJNA14238,14238,ssDNA viruses,Geminiviridae,5.445,42.1127,plants, DNA A:NC_004558.1/AY190290.1;  DNA B:NC_004559.1/AY190291.1,8,8,2003/01/28,2008/07/10,Complete Genome
Tomato yellow leaf curl Malaga virus,219744,PRJNA14239,14239,ssDNA viruses,Geminiviridae,2.782,41,plants, Unknown:NC_004569.1/AF271234.1,6,6,2001/12/27,2010/03/11,Complete Genome
Cotton leaf curl Alabad virus-[802a],222457,PRJNA14240,14240,ssDNA viruses,Geminiviridae,2.744,42.7,plants, Unknown:NC_004582.1/AJ002455.1,6,6,1998/03/31,2016/08/01,Complete Genome
Cotton leaf curl Kokhran virus-[806b],222465,PRJNA14241,14241,ssDNA viruses,Geminiviridae,2.748,43.1,plants, Unknown:NC_004583.1/AJ002449.1,6,6,1998/03/31,2008/12/08,Complete Genome
Cotton leaf curl Multan virus-[62],223254,PRJNA14242,14242,ssDNA viruses,Geminiviridae,2.751,43.5,plants, Unknown:NC_004607.1/AJ002447.1,6,6,1998/03/31,2015/02/10,Complete Genome
Tomato leaf curl New Delhi virus-Severe,223351,PRJNA14243,14243,ssDNA viruses,Geminiviridae,2.739,43.9,plants, DNA A:NC_004611.1/U15015.2,8,8,1994/09/28,2008/12/08,Complete Genome
Tomato leaf curl Laos virus,223345,PRJNA14244,14244,ssDNA viruses,Geminiviridae,2.748,43.3,plants, Unknown:NC_004613.1/AF195782.1,6,6,1999/10/26,2008/07/10,Complete Genome
Tomato leaf curl Bangladesh virus,223344,PRJNA14245,14245,ssDNA viruses,Geminiviridae,2.761,42.9,plants, Unknown:NC_004614.1/AF188481.1,6,6,1999/11/01,2008/07/10,Complete Genome
Staphylococcus phage 11,12360,PRJNA14246,14246,"dsDNA viruses, no RNA stage",Siphoviridae,43.604,34.5,bacteria, Unknown:NC_004615.1/AF424781.1,53,53,2002/02/26,2010/04/09,Complete Genome
Staphylococcus virus phi12,186152,PRJNA14247,14247,"dsDNA viruses, no RNA stage",Siphoviridae,44.97,33.3,bacteria, Unknown:NC_004616.1/AF424782.1,49,49,2002/02/26,2007/12/20,Complete Genome
Staphylococcus phage 13,186153,PRJNA14248,14248,"dsDNA viruses, no RNA stage",Siphoviridae,42.722,33.5,bacteria, Unknown:NC_004617.1/AF424783.1,49,49,2002/02/26,2007/12/20,Complete Genome
Ageratum yellow vein Taiwan virus-[Taiwan],222442,PRJNA14249,14249,ssDNA viruses,Geminiviridae,2.734,40.9,plants, Unknown:NC_004627.1/AF307861.1,6,6,2000/11/06,2008/12/08,Complete Genome
Chilli leaf curl virus-[Multan],222451,PRJNA14250,14250,ssDNA viruses,Geminiviridae,2.754,43.9,plants, Unknown:NC_004628.1/AF336806.1,6,6,2001/07/02,2008/12/08,Complete Genome
Pseudomonas phage phiKZ,169683,PRJNA14251,14251,"dsDNA viruses, no RNA stage",Myoviridae,280.334,36.8,bacteria, Unknown:NC_004629.1/AF399011.1,306,306,2002/02/28,2013/01/10,Complete Genome
Malvastrum yellow vein virus-[Y47],222476,PRJNA14252,14252,ssDNA viruses,Geminiviridae,2.731,44,plants, Unknown:NC_004634.1/AJ457824.1,6,6,2002/04/25,2015/02/10,Complete Genome
Sida golden yellow vein virus-[Jamaica:Liguanea2:2008],929766,PRJNA14253,14253,ssDNA viruses,Geminiviridae,5.15,44.1763,plants, DNA A:NC_004635.2/HQ009519.1;  DNA B:NC_014799.1/HQ009520.1,6,6,2003/03/26,2015/10/20,Complete Genome
Sida mottle virus-[Brazil],223319,PRJNA14255,14255,ssDNA viruses,Geminiviridae,2.668,46.8,plants, Unknown:NC_004637.1/AY090555.1,6,6,2002/04/17,2009/05/06,Complete Genome
Potato yellow mosaic Trinidad virus-[Trinidad and Tobago],223309,PRJNA14256,14256,ssDNA viruses,Geminiviridae,5.117,43.6661,plants, DNA A:NC_004638.1/AF039031.1;  DNA B:NC_004644.1/AF039032.1,7,7,1998/04/02,2008/07/10,Complete Genome
Sweet potato leaf curl Georgia virus-[16],223330,PRJNA14257,14257,ssDNA viruses,Geminiviridae,2.773,44.1,plants, Unknown:NC_004640.1/AF326775.1,6,6,2002/01/31,2008/07/10,Complete Genome
Rhynchosia golden mosaic virus,117198,PRJNA14258,14258,ssDNA viruses,Geminiviridae,5.155,42.5175,plants, DNA A:NC_010294.1/EU339936.1;  DNA B:NC_010293.1/DQ356429.1,7,7,2006/03/15,2010/01/28,Complete Genome
Tomato leaf curl Sri Lanka virus,223352,PRJNA14259,14259,ssDNA viruses,Geminiviridae,2.756,42,plants, Unknown:NC_004647.1/AF274349.1,6,6,2000/07/04,2008/07/22,Complete Genome
Tomato leaf curl Malaysia virus,223346,PRJNA14260,14260,ssDNA viruses,Geminiviridae,2.754,43.2,plants, Unknown:NC_004648.1/AF327436.1,6,6,2001/03/07,2008/07/10,Complete Genome
Tobacco leaf curl Japan virus,223332,PRJNA14261,14261,ssDNA viruses,Geminiviridae,2.761,42.8,plants, Unknown:NC_004654.1/AB028604.1,6,6,2000/05/24,2008/12/08,Complete Genome
Sida golden mosaic Costa Rica virus,223313,PRJNA14262,14262,ssDNA viruses,Geminiviridae,5.192,45.3017,plants, DNA A:NC_004657.1/X99550.1;  DNA B:NC_004658.1/X99551.1,7,7,1996/08/14,2009/04/22,Complete Genome
Sida golden mosaic Honduras virus,223316,PRJNA14263,14263,ssDNA viruses,Geminiviridae,5.192,45.9,plants, DNA A:NC_004659.1/Y11097.1;  DNA B:NC_004660.1/Y11098.1,7,7,1997/02/18,2008/07/10,Complete Genome
Sida yellow vein virus,223321,PRJNA14264,14264,ssDNA viruses,Geminiviridae,2.612,47,plants, DNA A:NC_004661.1/Y11099.1,5,5,1997/02/18,2015/02/10,Complete Genome
Pseudomonad phage gh-1,197783,PRJNA14265,14265,"dsDNA viruses, no RNA stage",Podoviridae,37.359,57.4,bacteria, Unknown:NC_004665.1/AF493143.1,42,42,2003/03/26,2009/05/06,Complete Genome
Okra yellow vein mosaic virus-[201],223300,PRJNA14266,14266,ssDNA viruses,Geminiviridae,2.739,43.5,plants, Unknown:NC_004673.1/AJ002451.1,6,6,1998/03/31,2008/07/16,Complete Genome
Tomato curly stunt virus - [South Africa],269301,PRJNA14267,14267,ssDNA viruses,Geminiviridae,2.766,44.3,plants, Unknown:NC_004675.1/AF261885.2,5,5,2000/08/02,2009/05/06,Complete Genome
Staphylococcus phage 44AHJD,204086,PRJNA14268,14268,"dsDNA viruses, no RNA stage",Podoviridae,16.784,29.6,bacteria, Unknown:NC_004678.1/AF513032.1,21,21,2003/03/31,2013/04/03,Complete Genome
Staphylococcus phage P68,204090,PRJNA14269,14269,"dsDNA viruses, no RNA stage",Podoviridae,18.227,29.3,bacteria, Unknown:NC_004679.1/AF513033.1,22,22,2003/03/31,2009/04/17,Complete Genome
Mycobacterium phage Cjw1,205869,PRJNA14270,14270,"dsDNA viruses, no RNA stage",Siphoviridae,75.931,63.1,bacteria, Unknown:NC_004681.1/AY129331.1,142,141,2003/04/01,2009/04/17,Complete Genome
Mycobacterium phage Che9c,205872,PRJNA14271,14271,"dsDNA viruses, no RNA stage",Siphoviridae,57.05,65.4,bacteria, Unknown:NC_004683.1/AY129333.1,85,84,2003/04/01,2007/12/19,Complete Genome
Mycobacterium phage Corndog,205875,PRJNA14272,14272,"dsDNA viruses, no RNA stage",Siphoviridae,69.777,65.4,bacteria, Unknown:NC_004685.1/AY129335.1,122,122,2003/04/01,2009/05/06,Complete Genome
Mycobacterium phage Omega,205879,PRJNA14273,14273,"dsDNA viruses, no RNA stage",Siphoviridae,110.865,61.4,bacteria, Unknown:NC_004688.1/AY129338.1,239,237,2003/04/01,2009/04/17,Complete Genome
Mycobacterium phage Barnyard,205880,PRJNA14274,14274,"dsDNA viruses, no RNA stage",Siphoviridae,70.797,57.3,bacteria, Unknown:NC_004689.1/AY129339.1,109,109,2003/04/01,2009/05/06,Complete Genome
Mycobacterium phage Bxz2,205870,PRJNA14275,14275,"dsDNA viruses, no RNA stage",Siphoviridae,50.913,64.2,bacteria, Unknown:NC_004682.1/AY129332.1,89,86,2003/04/01,2008/10/09,Complete Genome
Streptomyces phage phiBT1,225588,PRJNA14276,14276,"dsDNA viruses, no RNA stage",Siphoviridae,41.831,62.8,bacteria, Unknown:NC_004664.2/AJ550940.2,56,55,2003/03/25,2007/12/19,Complete Genome
Vibrio phage VGJphi,223524,PRJNA14279,14279,ssDNA viruses,Inoviridae,7.542,43.4,bacteria, Unknown:NC_004736.1/AY242528.1,13,13,2003/04/15,2009/05/06,Complete Genome
Yersinia phage L-413C,227940,PRJNA14280,14280,"dsDNA viruses, no RNA stage",Myoviridae,30.728,52.1,bacteria, Unknown:NC_004745.1/AY251033.1,40,40,2003/04/20,2010/03/26,Complete Genome
Lactococcus phage 4268,201847,PRJNA14281,14281,"dsDNA viruses, no RNA stage",Siphoviridae,36.596,35.4,bacteria, Unknown:NC_004746.1/AF489521.1,49,49,2002/07/25,2009/04/17,Complete Genome
Budgerigar fledgling disease virus - 1,133789,PRJNA14284,14284,"dsDNA viruses, no RNA stage",Polyomaviridae,4.981,48.5,vertebrates, Unknown:NC_004764.2/AF241168.1,6,9,2000/08/08,2010/12/10,Complete Genome
Salmonella phage epsilon15,215158,PRJNA14285,14285,"dsDNA viruses, no RNA stage",Podoviridae,39.671,50.8,bacteria, Unknown:NC_004775.1/AY150271.1,51,51,2003/04/30,2012/11/23,Complete Genome
Goose hemorrhagic polyomavirus,208491,PRJNA14286,14286,"dsDNA viruses, no RNA stage",Polyomaviridae,5.256,48.1,vertebrates, Unknown:NC_004800.1/AY140894.1,6,6,2003/05/07,2010/03/26,Complete Genome
Enterobacteria phage BP-4795,196242,PRJNA14287,14287,"dsDNA viruses, no RNA stage",Siphoviridae,57.93,50.6,bacteria, Unknown:NC_004813.1/AJ556162.1,85,85,2003/05/23,2009/04/17,Complete Genome
Streptococcus phage C1,230871,PRJNA14288,14288,"dsDNA viruses, no RNA stage",Podoviridae,16.687,34.6,bacteria, Unknown:NC_004814.1/AY212251.1,20,20,2003/05/21,2009/04/17,Complete Genome
Methanothermobacter phage psiM100,173824,PRJNA14289,14289,"dsDNA viruses, no RNA stage",Siphoviridae,31.007,45.7,archaea, Unknown:NC_002628.3/AF301375.1,37,37,2000/12/13,2015/10/22,Complete Genome
Luffa yellow mosaic virus,207240,PRJNA14290,14290,ssDNA viruses,Geminiviridae,5.455,41.9582,plants, DNA A:NC_004824.1/AF509739.1;  DNA B:NC_004825.1/AF509740.1,8,8,2003/06/02,2015/02/10,Complete Genome
Salmonella virus SP6,194966,PRJNA14291,14291,"dsDNA viruses, no RNA stage",Podoviridae,43.769,47.2,bacteria, Unknown:NC_004831.2/AY288927.2,52,52,2003/06/07,2009/04/17,Complete Genome
Xanthomonas phage Xp10,232237,PRJNA14292,14292,"dsDNA viruses, no RNA stage",Siphoviridae,44.373,52,bacteria, Unknown:NC_004902.1/AY299121.1,60,60,2003/06/16,2009/04/17,Complete Genome
Escherichia Stx1 converting phage,194948,PRJNA14293,14293,"dsDNA viruses, no RNA stage",Podoviridae,59.866,49.7,bacteria, Unknown:NC_004913.3/AP005153.1,166,167,2003/06/20,2016/03/29,Complete Genome
Streptococcus phage SM1,157924,PRJNA14295,14295,"dsDNA viruses, no RNA stage",Siphoviridae,34.692,39.2,bacteria, Unknown:NC_004996.1/AY007505.3,56,56,2000/10/10,2009/05/06,Complete Genome
Tomato leaf curl Java virus,263001,PRJNA14296,14296,ssDNA viruses,Geminiviridae,2.752,42.5,plants, Unknown:NC_005031.1/AB100304.1,6,6,2003/01/21,2015/02/10,Complete Genome
Tomato leaf curl Philippines virus,96054,PRJNA14297,14297,ssDNA viruses,Geminiviridae,2.755,41.3,plants, Unknown:NC_005032.1/AB050597.1,6,6,2002/12/07,2015/02/10,Complete Genome
Adoxophyes orana granulovirus,170617,PRJNA14298,14298,"dsDNA viruses, no RNA stage",Baculoviridae,99.657,34.5,invertebrates, Unknown:NC_005038.1/AF547984.1,119,119,2003/07/11,2009/12/01,Complete Genome
Myzus persicae densovirus,210016,PRJNA14299,14299,ssDNA viruses,Parvoviridae,5.499,42,invertebrates, Unknown:NC_005040.1/AY148187.1,5,5,2002/12/30,2010/01/28,Complete Genome
Enterobacteria phage RB49,50948,PRJNA14301,14301,"dsDNA viruses, no RNA stage",Myoviridae,164.018,40.4,bacteria, Unknown:NC_005066.1/AY343333.1,279,279,2003/08/05,2010/03/26,Complete Genome
Cryptophlebia leucotreta granulovirus,35254,PRJNA14302,14302,"dsDNA viruses, no RNA stage",Baculoviridae,110.907,32.4,invertebrates, Unknown:NC_005068.1/AY229987.1,129,128,2003/08/11,2009/12/01,Complete Genome
Sugarcane streak Reunion virus,78395,PRJNA14303,14303,ssDNA viruses,Geminiviridae,2.735,52,plants, Unknown:NC_004755.1/AF072672.1,4,4,1999/08/15,2016/07/26,Complete Genome
Mycobacterium phage Rosebush,205874,PRJNA14304,14304,"dsDNA viruses, no RNA stage",Siphoviridae,67.48,69,bacteria, Unknown:NC_004684.1/AY129334.1,90,90,2003/04/01,2009/05/06,Complete Genome
Burkholderia phage BcepNazgul,242861,PRJNA14305,14305,"dsDNA viruses, no RNA stage",Siphoviridae,57.455,60.6,bacteria, Unknown:NC_005091.2/AY357582.2,73,73,2003/09/01,2007/12/20,Complete Genome
Ralstonia phage p12J,247080,PRJNA14307,14307,ssDNA viruses,Inoviridae,7.118,57,bacteria, Unknown:NC_005131.2/AY374414.2,9,9,2003/10/06,2007/12/19,Complete Genome
Roseobacter phage SIO1,136084,PRJNA14308,14308,"dsDNA viruses, no RNA stage",Podoviridae,39.898,46.2,bacteria, Unknown:NC_002519.1/AF189021.1,32,32,2000/08/30,2016/07/26,Complete Genome
Mycobacterium phage Bxz1,205877,PRJNA14309,14309,"dsDNA viruses, no RNA stage",Myoviridae,156.102,64.8,bacteria, Unknown:NC_004687.1/AY129337.1,253,225,2003/04/01,2008/10/09,Complete Genome
Escherichia phage Stx2 II,194949,PRJNA14310,14310,"dsDNA viruses, no RNA stage",Podoviridae,62.706,49.9,bacteria, Unknown:NC_004914.3/AP005154.1,169,170,2003/06/20,2016/01/28,Complete Genome
Bacillus phage Bam35c,236750,PRJNA14311,14311,"dsDNA viruses, no RNA stage",Tectiviridae,14.935,39.7,bacteria, Unknown:NC_005258.1/AY257527.1,32,32,2003/09/11,2009/04/17,Complete Genome
Aeromonas virus Aeh1,227470,PRJNA14312,14312,"dsDNA viruses, no RNA stage",Myoviridae,233.234,42.8,bacteria, Unknown:NC_005260.1/AY266303.2,375,352,2003/04/30,2010/03/26,Complete Genome
Bovine alphaherpesvirus 5,35244,PRJNA14313,14313,"dsDNA viruses, no RNA stage",Herpesviridae,137.821,74.8,vertebrates, Unknown:NC_005261.2/AY261359.1,70,70,2003/09/13,2011/03/09,Complete Genome
Psittacid alphaherpesvirus 1,50294,PRJNA14314,14314,"dsDNA viruses, no RNA stage",Herpesviridae,163.025,60.9,vertebrates, Unknown:NC_005264.1/AY372243.1,77,77,2003/09/13,2010/04/23,Complete Genome
Lactobacillus phage phig1e,52979,PRJNA14315,14315,"dsDNA viruses, no RNA stage",Siphoviridae,42.259,43.1,bacteria, Unknown:NC_004305.1/X98106.1,60,60,1997/04/03,2015/02/10,Complete Genome
Vibrio phage VpV262,194802,PRJNA14316,14316,"dsDNA viruses, no RNA stage",Podoviridae,46.012,49.5,bacteria, Unknown:NC_003907.2/AY095314.2,67,67,2002/05/21,2010/12/09,Complete Genome
Sulfolobus spindle-shaped virus 2,244590,PRJNA14317,14317,"dsDNA viruses, no RNA stage",Fuselloviridae,14.796,38.5,archaea, Unknown:NC_005265.1/AY370762.1,34,34,2003/09/10,2009/05/06,Complete Genome
Adeno-associated virus - 3,46350,PRJNA14319,14319,ssDNA viruses,Parvoviridae,4.726,53.9,"vertebrates, human", Unknown:NC_001729.1/U48704.1,2,2,1996/07/11,2010/06/28,Complete Genome
Blattella germanica densovirus 1,220638,PRJNA14320,14320,ssDNA viruses,Parvoviridae,5.335,39.6,invertebrates, Unknown:NC_005041.2/AY189948.2,5,5,2003/02/16,2017/06/28,Complete Genome
Aeromonas virus 44RR2,115987,PRJNA14321,14321,"dsDNA viruses, no RNA stage",Myoviridae,173.591,43.9,bacteria, Unknown:NC_005135.1/AY375531.1,269,252,2003/09/20,2013/09/11,Complete Genome
Pseudomonas phage PaP3,188350,PRJNA14322,14322,"dsDNA viruses, no RNA stage",Podoviridae,45.503,52.2,bacteria, Unknown:NC_004466.2/AY078382.2,76,72,2002/12/30,2016/10/17,Complete Genome
Salmonella phage FelixO1,77775,PRJNA14323,14323,"dsDNA viruses, no RNA stage",Myoviridae,86.155,39,bacteria, Unknown:NC_005282.1/AF320576.1,153,131,2003/11/30,2015/02/10,Complete Genome
Callitrichine gammaherpesvirus 3,106331,PRJNA14324,14324,"dsDNA viruses, no RNA stage",Herpesviridae,149.696,49.3,vertebrates, Unknown:NC_004367.1/AF319782.2,73,72,2001/04/19,2016/03/29,Complete Genome
Lambdapapillomavirus 2,35258,PRJNA14326,14326,"dsDNA viruses, no RNA stage",Papillomaviridae,8.607,41.6,vertebrates, Unknown:NC_001619.1/D55633.1,7,7,1995/06/15,2016/05/20,Complete Genome
Human papillomavirus type 50,40539,PRJNA14327,14327,"dsDNA viruses, no RNA stage",Papillomaviridae,7.184,36.8,vertebrates, Unknown:NC_001691.1/U31790.1,7,7,1995/10/17,2012/07/20,Complete Genome
Molluscum contagiosum virus subtype 1,10280,PRJNA14328,14328,"dsDNA viruses, no RNA stage",Poxviridae,190.289,63.4,"vertebrates, human", Unknown:NC_001731.1/U60315.1,163,163,1996/08/15,2009/11/30,Complete Genome
Xanthomonas phage Cf1c,10862,PRJNA14329,14329,"dsDNA viruses, no RNA stage",Podoviridae,7.308,58.1,bacteria, Unknown:NC_001396.1/M57538.1,9,9,1991/05/01,2015/02/10,Complete Genome
Burkholderia virus phiE125,180504,PRJNA14330,14330,"dsDNA viruses, no RNA stage",Siphoviridae,53.373,61.2,bacteria, Unknown:NC_003309.1/AF447491.1,71,71,2001/12/11,2009/04/17,Complete Genome
Lactococcus phage ul36,114416,PRJNA14331,14331,"dsDNA viruses, no RNA stage",Siphoviridae,36.798,35.8,bacteria, Unknown:NC_004066.1/AF349457.1,61,61,2002/07/06,2009/04/17,Complete Genome
Yersinia phage phiA1122,227720,PRJNA14332,14332,"dsDNA viruses, no RNA stage",Podoviridae,37.555,48.3,bacteria, Unknown:NC_004777.1/AY247822.1,50,50,2003/05/01,2010/03/26,Complete Genome
Pseudomonas phage D3112,10708,PRJNA14334,14334,"dsDNA viruses, no RNA stage",Siphoviridae,37.611,64.3,bacteria, Unknown:NC_005178.1/AY394005.1,55,55,2003/10/14,2012/11/22,Complete Genome
Burkholderia virus Bcep22,242527,PRJNA14335,14335,"dsDNA viruses, no RNA stage",Podoviridae,63.882,65.3,bacteria, Unknown:NC_005262.3/AY349011.3,77,77,2003/08/24,2015/10/19,Complete Genome
Enterobacteria phage T3,10759,PRJNA14336,14336,"dsDNA viruses, no RNA stage",Podoviridae,38.208,49.9,bacteria, Unknown:NC_003298.1/AJ318471.1,56,55,2001/12/04,2015/02/10,Complete Genome
Vibrio phage VSK,181604,PRJNA14337,14337,ssDNA viruses,Inoviridae,6.882,43.7,bacteria, Unknown:NC_003327.2/AF453500.3,14,14,2001/12/20,2009/04/17,Complete Genome
Lactococcus phage bIL309,151537,PRJNA14338,14338,"dsDNA viruses, no RNA stage",Siphoviridae,36.949,35.7,bacteria, Unknown:NC_002668.1/AF323670.1,56,56,2001/02/15,2015/02/10,Complete Genome
Mycobacterium phage Che9d,205876,PRJNA14339,14339,"dsDNA viruses, no RNA stage",Siphoviridae,56.276,60.9,bacteria, Unknown:NC_004686.1/AY129336.1,111,111,2003/04/01,2009/05/06,Complete Genome
Canarypox virus,44088,PRJNA14340,14340,"dsDNA viruses, no RNA stage",Poxviridae,359.853,30.4,vertebrates, Unknown:NC_005309.1/AY318871.1,328,328,2003/12/24,2012/11/23,Complete Genome
Euphorbia leaf curl virus - [G35],269060,PRJNA14341,14341,ssDNA viruses,Geminiviridae,2.746,43.8,plants, Unknown:NC_005319.1/AJ558121.1,6,6,2004/01/05,2008/12/08,Complete Genome
Tomato leaf curl China virus - [G32],269303,PRJNA14342,14342,ssDNA viruses,Geminiviridae,2.738,42.9,plants, Unknown:NC_005320.1/AJ558118.1,6,6,2004/01/05,2008/12/09,Complete Genome
Sida micrantha mosaic virus,228897,PRJNA14343,14343,ssDNA viruses,Geminiviridae,5.331,46.6537,plants, DNA A:NC_005330.1/AJ557451.1;  DNA B:NC_005331.1/AJ557453.1,7,7,2004/01/05,2015/10/20,Complete Genome
Dolichos yellow mosaic virus,333968,PRJNA14344,14344,ssDNA viruses,Geminiviridae,5.494,44.5503,plants, DNA  A:NC_005338.2/KJ481204.1;  DNA  B:NC_024779.1/KJ481205.1,8,8,2004/01/21,2014/05/16,Complete Genome
Salmonella virus PsP3,12407,PRJNA14345,14345,"dsDNA viruses, no RNA stage",Myoviridae,30.636,52.8,bacteria, Unknown:NC_005340.1/AY135486.1,42,42,2003/11/30,2010/03/26,Complete Genome
Mythimna loreyi densovirus,185636,PRJNA14346,14346,ssDNA viruses,Parvoviridae,6.034,37.9,invertebrates, Unknown:NC_005341.1/AY461507.1,2,7,2003/12/16,2010/08/11,Complete Genome
Pepper yellow vein Mali virus,260378,PRJNA14348,14348,ssDNA viruses,Geminiviridae,2.786,44.1,plants, Unknown:NC_005347.1/AY502935.1,6,6,2004/01/13,2008/12/08,Complete Genome
Tomato leaf curl Mali virus,260379,PRJNA14349,14349,ssDNA viruses,Geminiviridae,2.773,41.9,plants, Unknown:NC_005348.1/AY502936.1,6,6,2004/01/13,2010/06/23,Complete Genome
Lactobacillus prophage Lj928,139872,PRJNA14350,14350,"dsDNA viruses, no RNA stage",Siphoviridae,38.384,34.7,bacteria, Unknown:NC_005354.1/AY459533.1,50,50,2003/12/10,2009/05/06,Complete Genome
Lactobacillus prophage Lj965,139870,PRJNA14351,14351,"dsDNA viruses, no RNA stage",Siphoviridae,40.19,35.1,bacteria, Unknown:NC_005355.1/AY459535.1,46,46,2003/12/10,2009/05/06,Complete Genome
Staphylococcus phage 77,259901,PRJNA14352,14352,"dsDNA viruses, no RNA stage",Siphoviridae,41.708,33.5,bacteria, Unknown:NC_005356.1/AY508486.1,69,69,2004/01/11,2009/05/06,Complete Genome
Bordetella virus BPP1,194699,PRJNA14353,14353,"dsDNA viruses, no RNA stage",Podoviridae,42.493,65.4,bacteria, Unknown:NC_005357.1/AY029185.2,49,49,2001/06/01,2009/04/17,Complete Genome
Sulfolobus virus Ragged Hills,256994,PRJNA14354,14354,"dsDNA viruses, no RNA stage",Fuselloviridae,16.473,37.5,archaea, Unknown:NC_005360.1/AY388628.1,37,37,2004/02/10,2010/03/26,Complete Genome
Sulfolobus virus Kamchatka 1,248496,PRJNA14355,14355,"dsDNA viruses, no RNA stage",Fuselloviridae,17.385,38.7,archaea, Unknown:NC_005361.1/AY423772.1,31,31,2003/10/14,2009/04/17,Complete Genome
Horsegram yellow mosaic virus,263793,PRJNA14356,14356,ssDNA viruses,Geminiviridae,5.405,42.1646,plants, DNA A:NC_005635.1/AJ627904.1;  DNA B:NC_005636.1/AJ627905.1,8,8,2004/02/18,2015/02/10,Complete Genome
Tomato yellow leaf curl Kanchanaburi virus-[Thailand Kan1],266800,PRJNA14360,14360,ssDNA viruses,Geminiviridae,5.504,39.35,plants, DNA A:NC_005812.1/AF511529.1;  DNA B:NC_005811.1/AF511528.1,8,8,2003/01/02,2010/09/24,Complete Genome
Sclerophthora macrospora virus A,191289,PRJNA14361,14361,ssRNA viruses,unclassified,5.886,50.3767,fungi, RNA 1:NC_005817.1/AB083060.1;  RNA 2:NC_005818.1/AB083061.1;  RNA 3:NC_005819.1/AB083062.1,3,3,2002/09/07,2008/07/01,Complete Genome
Lactococcus phage phiLC3,12390,PRJNA14362,14362,"dsDNA viruses, no RNA stage",Siphoviridae,32.172,35.5,bacteria, Unknown:NC_005822.1/AF242738.3,51,51,2001/02/13,2009/04/17,Complete Genome
Acidianus filamentous virus 1,235266,PRJNA14363,14363,"dsDNA viruses, no RNA stage",Lipothrixviridae,20.869,36.9,archaea, Unknown:NC_005830.1/AJ567472.1,40,40,2003/10/18,2010/03/26,Complete Genome
